id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
696573551433898565,Rental unit in Portland · Studio · 1 bed · 1 bath,263502162,Landing,,Buckman,45.52151,-122.66135,Entire home/apt,91,30,0,,,50,364,0,
41935714,Rental unit in Portland · ★4.82 · 1 bedroom · 2 beds · 1 bath,147708508,Deborah,,Sunnyside,45.51484,-122.63379,Entire home/apt,87,1,77,2023-11-25,1.65,4,365,15,City registration pending
23272254,Guest suite in Portland · ★4.83 · Studio · 1 bed · 1 bath,50972958,Mark,,Cully,45.55847,-122.60869,Entire home/apt,74,1,261,2023-11-24,3.94,1,203,21,City registration pending
15900501,Home in Portland · ★4.92 · 5 bedrooms · 6 beds · 1 bath,103138695,Heather,,Buckman,45.52132,-122.65144,Entire home/apt,304,3,158,2023-12-07,2.04,2,158,26,16-258777-000-00-LU
629962948597395551,Townhouse in Portland · ★4.97 · 3 bedrooms · 3 beds · 3.5 baths,459821523,Harry And Christina,,Cully,45.56755,-122.61915,Entire home/apt,201,2,75,2023-12-19,3.89,1,251,47,Exempt
775426,Home in Portland · ★4.91 · 3 bedrooms · 4 beds · 1.5 baths,1150082,Michelle,,King,45.55841,-122.65152,Entire home/apt,353,1,223,2023-10-28,1.70,6,339,16,Exempt
34793168,Guest suite in Portland · ★4.99 · Studio · 1 bed · 1 bath,14513197,Marta,,Rose City Park,45.54052,-122.60561,Entire home/apt,102,2,96,2023-11-26,1.75,1,84,16,19-164096-000-00-HO
12293322,Condo in Portland · ★4.67 · 1 bedroom · 1 bed · 1 bath,828435,Furnished In Portland,,Mt. Tabor,45.51211,-122.6108,Entire home/apt,50,30,21,2023-11-02,0.23,6,169,5,
5914549,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,24909901,Wendy,,Sunnyside,45.51917,-122.62782,Entire home/apt,2500,30,0,,,1,89,0,
11227284,Home in Portland · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,5867321,Crystal And Ricardo And Nola,,Vernon,45.56571,-122.65081,Private room,60,3,146,2023-09-23,1.58,1,351,7,City registration pending
24492134,Guest suite in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,50378629,Milinn,,Cully,45.55641,-122.60381,Entire home/apt,104,3,114,2023-12-10,1.66,1,104,15,City registration pending
817548079382797878,Home in Portland · ★5.0 · 3 bedrooms · 3 beds · 2 baths,971012,Cynthia,,Hillsdale,45.47011,-122.69538,Entire home/apt,354,5,6,2023-10-17,1.09,3,350,6,City registration pending
816145492959772426,Home in Portland · ★5.0 · 7 bedrooms · 7 beds · 4 baths,187761372,Bob,,Hosford-Abernethy,45.50534545381666,-122.64504300356849,Entire home/apt,368,2,15,2023-09-21,1.58,4,315,15,Exempt
605902131279025050,Condo in Portland · 1 bedroom · 1 bed · 1 bath,147096437,Sherry,,Portland Downtown,45.5105996322778,-122.67581796478865,Entire home/apt,168,30,0,,,1,365,0,City registration pending
1641735,Home in Portland · ★4.89 · 1 bedroom · 1 bed · 1 private bath,8703941,Tracy,,Concordia,45.56696,-122.63339,Private room,73,30,57,2016-08-30,0.48,1,348,0,
719591978754836254,Home in Portland · 2 bedrooms · 2 beds · 1 shared bath,380829063,Hawe,,Brentwood-Darlington,45.47451,-122.59455,Private room,72,1,0,,,2,365,0,City registration pending
21046136,Guesthouse in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,7391129,Wallis,,Arbor Lodge,45.57015,-122.68674,Entire home/apt,89,2,391,2023-12-16,5.16,1,157,55,17-237345-000-00-HO
25353311,Guesthouse in Portland · ★4.97 · Studio · 1 bed · 1 bath,181888632,Lisa And Harrison,,Sullivan's Gulch,45.53424,-122.64156,Entire home/apt,70,2,163,2023-06-18,2.42,1,129,9,91904
52419043,Hotel in Portland · 2 bedrooms · 4 beds · 2 baths,5615582,RoomPicks,,Parkrose,45.5673,-122.54261,Private room,225,1,0,,,9,358,0,Exempt
16146782,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,104296709,William,,Buckman,45.51454,-122.65286,Private room,41,30,3,2022-10-01,0.04,5,2,0,
52882377,Condo in Portland · ★4.60 · 1 bedroom · 2 beds · 1 bath,428145718,Nita,,Old Town/Chinatown,45.52711,-122.67194,Entire home/apt,85,30,10,2023-10-16,0.41,1,185,6,Exempt
963285507942021743,Rental unit in Portland · Studio · 1 bed · 1 bath,205079895,Mike,,Pearl,45.52509404311631,-122.67910380040922,Entire home/apt,80,30,1,2023-11-21,1,11,62,1,
860214407294390015,Serviced apartment in Portland · 1 bedroom · 2 beds · 1 bath,501999278,RoomPicks,,Buckman,45.51806223773773,-122.66037722908781,Entire home/apt,5703,1,0,,,18,270,0,Exempt
8429119,Home in Portland · ★4.50 · 2 bedrooms · 3 beds · 2.5 baths,1511460,Summer + Patrick,,Buckman,45.52066448187114,-122.66113566449326,Entire home/apt,300,2,10,2023-11-25,1.24,1,167,10,Exempt
35912999,Rental unit in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,94623462,Tony,,Mt. Tabor,45.51277,-122.60863,Entire home/apt,70,2,106,2023-12-16,1.98,2,80,23,19-186215-000-00-HO
11480894,Rental unit in Portland · ★4.78 · 2 bedrooms · 4 beds · 1 bath,1602024,Oliver,,Irvington,45.53645,-122.65071,Entire home/apt,100,1,779,2023-12-16,8.23,3,4,110,17-156278-000-00-HO
920557555533582647,Guest suite in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,852749,Mary,,Laurelhurst,45.52915,-122.6291,Entire home/apt,71,1,12,2023-12-17,5.29,2,5,12,City registration pending
53474842,Rental unit in Portland · ★4.79 · 1 bedroom · 1 bed · 1 bath,113868705,Darise,,Irvington,45.53646,-122.64734,Entire home/apt,66,2,131,2023-12-05,5.27,5,0,59,Exempt
1022424355616127154,Home in Portland · ★New · 5 bedrooms · 5 beds · 1 bath,545747472,Phoenix,,Richmond,45.51169636867623,-122.62478984750288,Entire home/apt,312,1,0,,,9,270,0,Exempt
1034946730543939530,Rental unit in Portland · ★New · 1 bedroom · 3 beds · 1 bath,424871150,Tiana,,Overlook,45.56379,-122.6879,Entire home/apt,63,1,1,2023-12-02,1,2,255,1,23-157000-093-25-HO
50671492,Home in Portland · ★4.86 · 2 bedrooms · 2 beds · 1 bath,111054394,Erick,,Humboldt,45.56058,-122.67379,Entire home/apt,110,3,51,2023-11-24,1.70,1,86,1,21-021110-000-00-HO
892118545879274992,Home in Portland · ★New · 2 bedrooms · 2 beds · 1.5 baths,51264241,Alison,,Woodlawn,45.56809,-122.65478,Entire home/apt,129,1,0,,,1,19,0,
704889862475133972,Rental unit in Portland · 1 bedroom · 2 beds · 1 bath,12568111,Ams Dynamic,,Old Town/Chinatown,45.51967,-122.67154,Entire home/apt,514,1,0,,,7,365,0,Exempt
4519533,Home in Portland · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,9624551,Cheryl,,Sunnyside,45.51493,-122.63408,Private room,86,3,91,2023-09-03,0.83,2,365,4,15-108686-000-00-HO
860215050264200505,Serviced apartment in Portland · 1 bedroom · 1 bed · 1 bath,501999278,RoomPicks,,Buckman,45.51830591714536,-122.66017333135447,Entire home/apt,5703,1,0,,,18,299,0,Exempt
994564144360751127,Rental unit in Portland · 1 bedroom · 1 bed · 1 shared bath,536842819,Luxrental,,Powellhurst-Gilbert,45.50057,-122.54325,Private room,122,1,1,2023-10-22,0.50,6,269,1,City registration pending
970276748720134336,Rental unit in Portland · ★5.0 · 1 bedroom · 1 bed · 2 baths,215058058,Josh And Carlie,,Kerns,45.52369,-122.64892,Private room,42,2,5,2023-12-05,1.70,15,357,5,Exempt
1015363837673212599,Rental unit in Portland · ★5.0 · 1 bedroom · 3 beds · 1 bath,424871150,Tiana,,Overlook,45.56351,-122.68636,Entire home/apt,68,1,5,2023-12-02,3.33,2,123,5,22-136823-000-00-HO
13790422,Home in Portland · ★4.83 · 1 bedroom · 1 bed · 1 bath,10928596,Benjamin & Jamie,,Kerns,45.5262,-122.63326,Entire home/apt,93,3,53,2023-08-21,0.59,4,89,8,19-203864-000-00-HO
